id,text,author
id25617,But he steadied me with that terrible ice cold claw and once more made his insidious gesture.,HPL
id06605,Messrs. Ricci Czanek and Silva selected the night of April th for their call.,HPL
id19883,But this labor concluded he may have thought it expedient to remove all participants in his secret.,EAP
id13497,Often I waited beside the bed of death till midnight and through the obscurity of rainy cloudy nights rode many miles sustained by one circumstance only the safety and sheltered repose of those I loved.,MWS
id20198,Having thus become Friends we convers'd on many Matters.,HPL
id18231,At the same time my forehead seemed bathed in a clammy vapor and the peculiar smell of decayed fungus arose to my nostrils.,EAP
id27197,I was in the wrong to commence a system of concealment; but I did it for the sake of sparing you pain; and each day has rendered it more difficult for me to alter my plan.,MWS
id22985,I cannot rule myself.,MWS
id09236,At length the valley pained me through its memories of Eleonora and I left it for ever for the vanities and the turbulent triumphs of the world.,EAP
id02222,The diddler is not only surprised but vexed and incensed at the absurd behavior of his dog and expresses his entire readiness to cancel the obligation at any moment when the evidence of the obligation shall be forthcoming.,EAP
id05982,Let us for example imagine the Automaton to play with his right arm.,EAP
id23355,So at least I thought: but I had not counted upon the extent of the dungeon or upon my own weakness.,EAP
id25820,"""It was well it was mostly a kind of force that doesn't belong in our part of space; a kind of force that acts and grows and shapes itself by other laws than those of our sort of Nature.",HPL
id05435,From its nether extremity swung a large cresset.,EAP
id10683,I left at once the employment of Messrs. Cut Comeagain and set up in the Eye Sore line by myself one of the most lucrative respectable and independent of the ordinary occupations.,EAP
id15953,Now beware Be silent Do not urge me to your destruction.,MWS
id06626,"""Yet"" replied I ""nature always presents to our eyes the appearance of a patient: while there is an active principle in man which is capable of ruling fortune and at least of tacking against the gale till it in some mode conquers it.""",MWS
id12218,No care no hope no effort.,EAP
id07903,them as had reel hands. . . .,HPL
id00467,"""I discovered also another means through which I was enabled to assist their labours.",MWS
id11714,No recognised school of sculpture had animated this terrible object yet centuries and even thousands of years seemed recorded in its dim and greenish surface of unplaceable stone.,HPL
id26088,She did the pirouette to admiration whirling round upon her apex.,EAP
id22171,Dr. Armitage knew from the repeated failures of his colleagues that the riddle was a deep and complex one; and that no simple mode of solution could merit even a trial.,HPL
id02758,I also rose and both stood motionless for a time straining our ears as the uncanny rhythm seemed more and more to take on a vital quality.,HPL
id04304,"that's me"" here I screamed at the top of my voice ""that's me e e I am Napoleon Bonaparte Froissart and if I havn't married my great great grandmother I wish I may be everlastingly confounded"" Madame Eugenie Lalande quasi Simpson formerly Moissart was in sober fact my great great grandmother.",EAP
id01447,On the th as my impulse to search out the mystery of the temple waxed still more insistent a great disappointment befell me; for I found that the materials needed to replenish the portable light had perished in the mutiny of those pigs in July.,HPL
id06722,A serene sky and verdant fields filled me with ecstasy.,MWS
id09665,We were fatigued by our struggles to attain this point and seated ourselves on the rocky couch while the sounds of tinkling sheep bells and shout of shepherd boy reached us from above.,MWS
